,label,portion_info,energy,protein,total_fat,carbs,fibre,sodium,portion_size,region
517D304,"Mushroom, straw, I min boiled",Per 100 g,31.0,3.4,0.3,2.0,3.2,0.0,100,TH
518D177,"Mushroom, Chinese/straw, raw",Per 100 g,27.0,3.1,0.2,2.0,2.1,21.0,100,TH
519D305,"Mushroom, Bhutan oyster, raw",Per 100 g,25.0,2.9,0.2,1.6,2.4,29.0,100,TH
51A70,"Noodles, wheat, instant, with seasoning, Tom-yum-kung flavour",Per 100 g,445.0,9.0,19.0,57.8,3.3,2.3,100,TH
520D306,"Mushroom, death cap, white, raw",Per 100 g,24.0,2.2,0.4,2.1,1.4,0.0,100,TH
521D307,"Mushroom, death cap, yellow, raw",Per 100 g,22.0,2.1,0.5,1.8,1.2,0.0,100,TH
522D180,"Mushroom, Pleurotus, raw",Per 100 g,129.0,2.1,0.0,29.9,0.0,9.0,100,TH
523D182,"Mushroom, shiitake, dried",Per 100 g,329.0,17.5,0.1,64.5,0.0,43.0,100,TH
524D353,"Mushroom, shiitake, dried, 20 min soaked in water, 10 min air dried",Per 100 g,83.0,5.8,0.6,10.8,5.5,0.0,100,TH
525D181,"Mushroom, shiitake, raw",Per 100 g,28.0,2.6,0.1,3.0,2.3,7.0,100,TH
526D308,"Mushroom, shiitake, boiled 1 min",Per 100 g,32.0,3.2,0.3,1.7,4.6,0.0,100,TH
527D309,"Mushroom, White jelly fungus, raw",Per 100 g,31.0,1.1,0.0,2.7,7.5,0.0,100,TH
528D310,"Mushroom, White jelly fungus, 30 sec. blanched",Per 100 g,23.0,0.9,0.1,0.5,7.7,32.0,100,TH
529D183,"Mushroom, Jew 's ear, raw",Per 100 g,28.0,0.7,0.0,3.5,4.8,28.0,100,TH
52A69,"Noodles, wheat, instant, with seasoning, pork flavour",Per 100 g,456.0,9.9,19.9,57.6,3.1,1.7,100,TH
530D311,"Mushroom, Jew 's ear, 30 sec. boiled",Per 100 g,23.0,0.5,0.0,2.4,5.2,0.0,100,TH
531D184,"Mushroom, Jew 's ear, dried",Per 100 g,247.0,7.6,0.5,28.7,48.4,246.0,100,TH
532D354,"Mushroom ,Jew 's ear,dried, 20 min soaked in water, 10 min, air dried",Per 100 g,54.0,1.9,0.3,0.0,21.8,20.0,100,TH
533D290,"Nitta tree, fruits, raw",Per 100 g,93.0,8.1,4.3,2.3,5.8,9.0,100,TH
534D355,Ueang-nam,Per 100 g,23.0,0.8,0.1,2.7,3.8,0.0,100,TH
535D8,"Garlic, pickled",Per 100 g,50.0,1.7,0.1,10.5,0.0,0.0,100,TH
536D17,"Corn, baby, canned in brine, liquid excluded",Per 100 g,24.0,1.6,0.4,2.3,2.4,254.0,100,TH
537D266,"Carrot, crispy",Per 100 g,498.0,6.1,34.0,33.0,17.8,638.0,100,TH
538D32,"Spring onion (Welsh onion), pickled",Per 100 g,43.0,1.6,0.8,7.3,0.0,0.0,100,TH
539D356,"Cabbage, fermented, dried (Tang-chai)",Per 100 g,87.0,2.8,0.1,18.8,0.0,6.9,100,TH
53A56,"Noodles, wheat, instant, without seasoning",Per 100 g,363.0,6.6,5.7,70.5,1.2,2.5,100,TH
540D41,"Mung bean sprout, pickled",Per 100 g,36.0,3.3,0.1,5.3,0.0,0.0,100,TH
541D357,Bean sprout in brine,Per 100 g,17.0,1.8,0.2,1.0,1.9,104.0,100,TH
542D271,"Mustard green, pickled seasoning",Per 100 g,61.0,0.0,0.0,14.0,2.4,1.4,100,TH
543D76,"Cabbage, Chinese, green, pickled",Per 100 g,15.0,1.2,0.1,0.7,2.7,0.0,100,TH
544D221,"Spider weed, pickled",Per 100 g,29.0,2.8,0.7,0.0,5.3,733.0,100,TH
545D121,"Yellow berried nightshade, pickled",Per 100 g,26.0,1.0,0.1,5.1,0.0,0.0,100,TH
546D145,"Stinkbean, pickled",Per 100 g,116.0,6.0,5.2,11.0,0.0,0.0,100,TH
547D149,"Bamboo shoot, pickled",Per 100 g,15.0,1.2,0.1,1.5,1.5,851.0,100,TH
548D150,"Bamboo shoot, canned in water, liquid excluded",Per 100 g,13.0,0.7,0.2,0.9,2.1,8.0,100,TH
549D152,"Bamboo shoot, boiled, packed in a big metal container",Per 100 g,39.0,3.2,0.8,4.6,0.0,96.0,100,TH
54A71,"Noodles, wheat, instant, with seasoning, pork flavour, in cup",Per 100 g,416.0,11.7,16.8,52.8,3.4,2.7,100,TH
550D155,"Bamboo shoot, cultivated, pickled",Per 100 g,21.0,1.3,0.0,3.8,0.0,0.0,100,TH
551D74,"Chinese radish, leaves, pickled",Per 100 g,91.0,1.1,0.6,20.4,0.0,1.0,100,TH
552D75,"Chinese radish, leaves, sweet pickled",Per 100 g,55.0,1.3,0.2,12.0,0.0,0.0,100,TH
553D258,"Radish, preserved, salted",Per 100 g,38.0,1.8,0.1,4.9,4.9,0.0,100,TH
554D259,"Radish, preserved, sweetened",Per 100 g,131.0,0.9,0.3,31.1,0.0,0.0,100,TH
555D167,"Mushroom, button/champignon, canned in brine, liquid excluded",Per 100 g,32.0,3.6,0.5,1.4,3.2,394.0,100,TH
556D178,"Mushroom, straw, canned in brine, liquid excluded",Per 100 g,27.0,2.9,0.0,2.4,2.9,150.0,100,TH
557D362,"Galanga, young rhizome, raw",Per 100 g,32.0,0.3,2.0,1.2,3.5,38.0,100,TH
558D363,"Sunflower, sprout, raw",Per 100 g,27.0,1.8,1.5,0.5,1.6,25.0,100,TH
559D364,"Swamp morning glory (water convolvulus), young stem, raw",Per 100 g,15.0,1.4,0.6,0.0,1.7,63.0,100,TH
55A74,"Noodles, wheat, oven dried, instant, with seasoning, different flavoures",Per 100 g,361.0,11.7,4.5,66.5,3.1,2.2,100,TH
560D366,"Lettuce, Green Oak, hydroponics, fresh",Per 100 g,10.0,1.1,0.0,0.5,1.3,27.0,100,TH
561D367,"Lettuce, Red Oak, hydroponics, fresh",Per 100 g,12.0,1.0,0.1,0.9,1.3,12.0,100,TH
562D365,"Lettuce, Frillice Iceberg, hydroponics, fresh",Per 100 g,8.0,0.8,0.0,0.6,1.2,39.0,100,TH
563D368,"Lettuce, Butterhead, hydroponics, fresh",Per 100 g,9.0,1.0,0.0,0.5,1.2,22.0,100,TH
564D369,"Brinjai, deep purple, round, raw",Per 100 g,24.0,1.4,0.0,2.8,3.3,16.0,100,TH
565D370,"Eggplant, deep purple, long, raw",Per 100 g,19.0,0.9,0.0,2.7,2.3,10.0,100,TH
566E1,"Banana, Khai varity, ripe",Per 100 g,107.0,1.3,0.1,24.3,2.0,22.0,100,TH
567E4,"Banana, Nha-chang variety, ripe",Per 100 g,129.0,1.0,0.1,29.7,2.8,1.0,100,TH
568E2,"Banana, sun dried",Per 100 g,301.0,3.3,0.7,67.0,6.6,50.0,100,TH
569E6,"Banana, Nang-paya variety, ripe",Per 100 g,126.0,1.4,0.2,26.0,7.5,12.0,100,TH
56A75,"Rice flour, brown",Per 100 g,371.0,8.2,2.5,76.1,5.2,0.0,100,TH
570E7,"Banana, Nam-tai variety, ripe",Per 100 g,110.0,1.2,0.1,22.3,7.2,1.0,100,TH
571E3,"Banana apple, common (Nam-wa), ripe",Per 100 g,118.0,0.7,0.1,27.1,2.4,4.0,100,TH
572E8,"Banana, Hom variety, ripe",Per 100 g,98.0,1.1,0.1,22.4,1.5,4.0,100,TH
573E12,"Banana, Hug-mook-nuon variety, ripe",Per 100 g,107.0,0.8,0.3,22.8,5.1,0.0,100,TH
574E13,"Dragon fruit, white",Per 100 g,56.0,1.3,0.7,10.3,1.9,4.0,100,TH
575E14,"Dragon fruit, red",Per 100 g,61.0,1.3,1.0,10.1,3.0,2.0,100,TH
576E10,"Jackfruit, common variety, ripe",Per 100 g,101.0,1.5,0.4,21.7,2.2,26.0,100,TH
577E56,"Jackfruit, Jum-pa variety, ripe",Per 100 g,119.0,2.2,0.4,25.7,2.0,4.0,100,TH
578E15,"Jackfruit, La-mud variety, ripe",Per 100 g,117.0,1.3,0.4,27.1,0.0,0.0,100,TH
579E16,"Jackfruit, Nung variety, ripe",Per 100 g,81.0,1.4,0.2,17.0,2.2,15.0,100,TH
57A80,"Rice flour, white",Per 100 g,359.0,6.5,0.5,81.6,0.8,9.0,100,TH
580E76,"Cantaloupe, green fresh, ripe",Per 100 g,29.0,0.5,0.0,6.5,0.6,4.0,100,TH
581E80,"Cantaloupe, yellow fresh, ripe",Per 100 g,28.0,0.5,0.1,5.7,1.3,6.0,100,TH
582E17,Rambutan,Per 100 g,77.0,0.9,0.1,17.9,0.0,14.0,100,TH
583E18,"Rambutan, Rong-rean variety",Per 100 g,75.0,0.9,0.1,16.7,1.6,3.0,100,TH
584E19,"Rambutan, pink variety",Per 100 g,72.0,1.0,0.2,15.6,1.2,5.0,100,TH
585E22,Wax jambu /Java apple,Per 100 g,16.0,0.3,0.0,3.8,0.0,0.0,100,TH
586E23,"Wax jambu /water rose, green variety",Per 100 g,31.0,0.4,0.0,6.7,1.1,66.0,100,TH
587E24,"Rose apple, Khak-dum variety",Per 100 g,24.0,0.6,0.0,5.3,0.0,0.0,100,TH
588E89,"Rose apple, Toon-klow variety",Per 100 g,35.0,0.5,0.1,7.3,1.1,5.0,100,TH
589E121,"Rose apple, Tub-tim-jun variety",Per 100 g,42.0,0.5,0.1,9.3,0.9,7.0,100,TH
58A33,Corn flour (100%),Per 100 g,360.0,0.2,0.1,89.1,0.4,4.0,100,TH
590E25,"Water rose, Nak (redish color) variety",Per 100 g,26.0,0.3,0.0,6.4,0.0,0.0,100,TH
591E26,"Malay apple, Ma-meaw (red colour) variety",Per 100 g,34.0,0.5,0.1,7.8,0.0,0.0,100,TH
592E133,"Water rose, Meuang-peth (green colour) variety",Per 100 g,26.0,0.5,0.0,5.5,1.1,0.0,100,TH
593E27,Malay-apple,Per 100 g,32.0,0.0,0.1,7.8,0.0,0.0,100,TH
594E28,"Water apple, deep-red",Per 100 g,21.0,0.4,0.0,4.8,0.0,0.0,100,TH
595E122,Wild cherry,Per 100 g,142.0,1.1,0.6,32.0,2.3,4.0,100,TH
596E134,"Persimmon, fruit",Per 100 g,105.0,0.3,0.0,26.0,0.0,0.0,100,TH
597E123,,Per 100 g,81.0,2.3,0.3,14.1,6.3,13.0,100,TH
598E107,"Toddy palm, cotyledon",Per 100 g,116.0,2.4,0.1,26.3,0.0,0.0,100,TH
599E29,Musk melon (Tang-thai),Per 100 g,13.0,0.2,0.0,3.1,0.0,0.0,100,TH
59A81,Sorghum flour,Per 100 g,0.0,10.6,0.0,0.0,0.0,0.0,100,TH
5A59,"Rice, brown, cooked",Per 100 g,181.0,3.9,1.4,37.0,2.0,31.0,100,TH
600E30,"Watermelon, red fresh variety",Per 100 g,37.0,0.8,0.0,8.0,0.3,4.0,100,TH
601E124,"Watermelon, yellow fresh variety",Per 100 g,31.0,0.5,0.1,6.5,1.0,3.0,100,TH
602E197,"Durian, Kob-ta-khum variety",Per 100 g,140.0,2.8,4.4,21.1,2.4,22.0,100,TH
603E31,"Durian, Kra-dum variety",Per 100 g,170.0,3.1,4.5,27.6,3.0,20.0,100,TH
604E32,"Durian, Kan-yow variety",Per 100 g,158.0,2.6,2.9,29.4,1.6,5.0,100,TH
605E33,"Durian, Cha-nee variety",Per 100 g,149.0,2.6,5.2,20.8,3.6,17.0,100,TH
606E34,"Durian, E-loung variety",Per 100 g,141.0,2.6,3.2,25.3,0.0,0.0,100,TH
607E35,"Durian, Mawn-tong variety",Per 100 g,140.0,2.2,3.3,23.8,2.8,11.0,100,TH
608E138,Pomegranate,Per 100 g,0.0,0.6,0.1,0.0,0.0,0.0,100,TH
609E36,Sugar apple,Per 100 g,100.0,1.3,0.2,21.8,2.8,4.0,100,TH
60A83,"Rice flour, glutinous",Per 100 g,357.0,6.0,0.0,82.7,0.8,14.0,100,TH
610E39,"Guava, common, different varieties",Per 100 g,39.0,0.5,0.0,7.1,3.7,9.0,100,TH
611E41,"Jujube, Thai variety",Per 100 g,89.0,1.7,0.7,18.7,0.0,0.0,100,TH
612E42,"Jujube, oval shape",Per 100 g,120.0,0.7,1.7,25.5,0.0,0.0,100,TH
613E43,"Jujube, apple",Per 100 g,44.0,0.9,0.1,9.0,2.0,0.0,100,TH
614E139,"Passion fruit, outer layer",Per 100 g,42.0,1.3,0.3,6.6,3.8,0.0,100,TH
615E140,"passion fruit, seeds",Per 100 g,248.0,7.5,15.2,8.6,23.2,0.0,100,TH
616E141,"Pear, European",Per 100 g,43.0,0.7,0.1,9.8,0.0,20.0,100,TH
617E45,Hog plums,Per 100 g,89.0,0.7,0.2,20.9,0.0,0.0,100,TH
618E47,"Olive, Otaheite apple",Per 100 g,52.0,0.8,0.0,12.3,0.0,0.0,100,TH
619E49,"Tamarind, Manila, Madrasthorn",Per 100 g,80.0,3.5,1.0,12.6,3.4,0.0,100,TH
61A77,"Rice flour, glutinous, brown",Per 100 g,0.0,7.5,0.0,0.0,0.0,0.0,100,TH
620E50,Indian gooseberry,Per 100 g,66.0,0.3,0.1,14.8,2.1,0.0,100,TH
621E52,"Tamarind, sweet variety",Per 100 g,318.0,2.9,0.0,73.1,6.7,8.0,100,TH
622E53,"Garcinia, fresh",Per 100 g,32.0,0.3,0.1,7.4,0.0,0.0,100,TH
623E55,Fig,Per 100 g,54.0,1.5,0.3,11.3,0.0,0.0,100,TH
624E57,Marian plum (Ma-prang),Per 100 g,50.0,0.4,0.0,11.3,1.5,0.0,100,TH
625E142,"Coconut, young, flesh",Per 100 g,47.0,1.4,3.0,2.8,1.6,13.0,100,TH
626E59,Star fruit / Carambola,Per 100 g,34.0,0.5,0.1,6.3,2.7,11.0,100,TH
627E60,Rambai/ Lantern Tree,Per 100 g,48.0,0.7,0.3,10.5,0.0,0.0,100,TH
628E61,"Mango, Kaew variety, unripe",Per 100 g,75.0,0.6,0.1,16.1,3.0,3.0,100,TH
629E62,"Mango, Kaew variety, ripe",Per 100 g,90.0,0.6,0.1,20.8,1.6,0.0,100,TH
62A84,"Spring rolls wrapper (egg white+wheat flour+tapioca flour), fresh",Per 100 g,239.0,7.5,0.8,50.3,0.0,317.0,100,TH
630E63,"Mango, Kiew-sa-weya variety, unripe",Per 100 g,72.0,0.6,0.1,15.2,3.5,2.0,100,TH
631E143,"Mango, Kiew-sa-weya variety, ripe",Per 100 g,82.0,0.5,0.8,18.2,0.0,0.0,100,TH
632E65,"Mango, Tub-ped variety, ripe",Per 100 g,93.0,1.0,0.0,22.2,0.0,0.0,100,TH
633E66,"Mango, Thong-dum variety, unripe",Per 100 g,86.0,0.6,0.3,19.9,0.0,0.0,100,TH
634E67,"Mango, Thong-dum variety, ripe",Per 100 g,82.0,0.6,0.0,19.9,0.0,0.0,100,TH
635E68,"Mango, Ta-wai variety, unripe",Per 100 g,80.0,0.9,0.1,18.8,0.0,0.0,100,TH
636E69,"Mango, Num-dok-mai variety, ripe",Per 100 g,73.0,0.6,0.2,16.6,1.1,3.0,100,TH
637E70,"Mango, Pim-sen-mun variety, unripe",Per 100 g,87.0,0.8,0.5,18.8,1.8,0.0,100,TH
638E71,"Mango, Pim-sen-mun variety, ripe",Per 100 g,64.0,1.0,0.2,14.6,0.0,0.0,100,TH
639E72,"Mango, Pim-sen-mun variety, half-ripe",Per 100 g,93.0,0.7,0.5,21.4,0.0,0.0,100,TH
63A34,Wheat flour,Per 100 g,354.0,12.2,1.3,71.7,3.0,19.0,100,TH
640E73,"Mango, Rad variety, unripe",Per 100 g,72.0,0.5,0.2,15.9,2.2,76.0,100,TH
641E144,"Cashew nut, fruit, ripe",Per 100 g,48.0,0.8,0.4,8.9,2.6,0.0,100,TH
642E74,"Mango, Nung-klang-wan variety, ripe",Per 100 g,85.0,0.5,0.1,20.3,0.0,0.0,100,TH
643E75,"Mango, Ok-rong variety, ripe",Per 100 g,75.0,0.5,0.1,17.1,1.2,44.0,100,TH
644E77,"Marian plum (Ma-yong), ripe, peeled",Per 100 g,56.0,0.4,0.1,12.4,1.6,2.0,100,TH
645E78,Star gooseberry (Ma-yom),Per 100 g,34.0,0.7,0.7,6.3,0.0,0.0,100,TH
646E81,"Papaya, nearly ripe",Per 100 g,13.0,0.2,0.0,3.0,0.0,0.0,100,TH
647E82,"Papaya, ripe",Per 100 g,37.0,0.5,0.0,7.4,1.9,21.0,100,TH
648E83,Mangosteen (Mung-kud),Per 100 g,77.0,0.5,0.0,17.7,1.6,2.0,100,TH
649E84,Salak palm,Per 100 g,60.0,0.5,0.1,14.3,0.0,0.0,100,TH
64A120,Wheat wholemeal flour,Per 100 g,335.0,14.1,1.4,61.6,9.9,0.0,100,TH
650E145,Longkong,Per 100 g,65.0,0.9,0.1,13.7,2.6,3.0,100,TH
651E85,"Sapodilla, common",Per 100 g,77.0,0.6,0.5,12.5,9.8,20.0,100,TH
652E86,"Sapodilla, Thai variety",Per 100 g,84.0,0.3,0.6,16.5,5.6,0.0,100,TH
653E87,"Sapodilla / Mimusops, Ma-kok variety",Per 100 g,35.0,0.2,0.2,8.0,0.0,0.0,100,TH
654E88,"Sapodilla / Mimusops, see-da variety",Per 100 g,127.0,1.0,1.0,28.6,0.0,0.0,100,TH
655E90,Lancet / Langsium / Langsat,Per 100 g,67.0,0.9,0.1,15.6,0.0,0.0,100,TH
656E100,"Litchi / Lychee, Thai variety",Per 100 g,63.0,0.9,0.1,13.9,1.2,1.0,100,TH
657E101,"Litchi / Lychee, Jom-jai-kuang-joa variety",Per 100 g,61.0,0.9,0.1,13.6,1.2,5.0,100,TH
658E102,"Litchi / Lychee, Jom-jai-jakapat variety",Per 100 g,67.0,0.8,0.1,15.2,0.8,4.0,100,TH
659E104,"Litchi / Lychee, Haew variety",Per 100 g,92.0,1.1,0.0,21.9,0.0,0.0,100,TH
65A35,"Batter, wheat flour mixed, for coating before frying",Per 100 g,342.0,9.2,0.0,75.2,2.4,672.0,100,TH
660E105,"Litchi / Lychee, Hong-houy variety",Per 100 g,69.0,1.1,0.2,15.1,1.2,4.0,100,TH
661E146,"Toddy palm, flesh, ripe",Per 100 g,39.0,1.0,0.3,5.4,5.0,157.0,100,TH
662E109,"Toddy palm, young",Per 100 g,45.0,0.5,1.0,7.5,1.9,2.0,100,TH
663E111,"Peach, Thai variety (Loog-taw)",Per 100 g,42.0,1.1,0.1,7.8,2.7,20.0,100,TH
664E113,Jambolan / Java plum,Per 100 g,52.0,0.9,0.1,10.1,3.3,199.0,100,TH
665E147,Plum,Per 100 g,55.0,1.2,0.3,10.6,2.5,7.0,100,TH
666E98,Longan,Per 100 g,77.0,1.1,0.1,17.3,1.0,6.0,100,TH
667E92,"Longan, Ka-loke variety",Per 100 g,77.0,0.9,0.1,17.9,0.3,0.0,100,TH
668E91,"Longan, Ka-loke-beaw variety",Per 100 g,75.0,1.2,0.1,16.9,0.8,11.0,100,TH
669E94,"Longan, Beaw-keaw variety",Per 100 g,70.0,1.1,0.1,15.6,0.8,9.0,100,TH
66A93,"Spring rolls, wrapper (rice flour), dried, immerse in water before used",Per 100 g,332.0,4.9,0.0,78.3,0.0,1.5,100,TH
670E95,"Longan, See-chom-pu variety",Per 100 g,73.0,1.1,0.1,16.2,0.9,11.0,100,TH
671E96,"Longan, Heaw variety",Per 100 g,72.0,1.2,0.1,16.2,0.9,5.0,100,TH
672E97,"Longan, E-daw variety",Per 100 g,70.0,1.2,0.1,15.8,0.8,5.0,100,TH
673E148,Strawberry,Per 100 g,33.0,0.7,0.3,5.4,3.0,2.0,100,TH
674E149,"Chebulic myrobalans (Sa-mor), Thai variety",Per 100 g,370.0,1.4,0.5,88.2,3.7,244.0,100,TH
675E150,Beleric myrobalan,Per 100 g,344.0,8.5,0.1,75.4,3.9,237.0,100,TH
676E151,Salacca,Per 100 g,72.0,0.4,0.1,16.4,1.7,6.0,100,TH
677E114,"Orange, sweet",Per 100 g,52.0,0.5,0.0,12.6,0.0,0.0,100,TH
678E115,Tangelo / Tangerine / Mandarin,Per 100 g,41.0,0.8,0.1,8.1,1.6,28.0,100,TH
679E116,Neck Orange,Per 100 g,40.0,0.7,0.0,9.3,0.0,0.0,100,TH
67A85,"Wonton wrapper or dumpling wrapper, fried",Per 100 g,558.0,8.3,35.6,51.0,0.0,656.0,100,TH
680E117,"Orange, acidless",Per 100 g,46.0,0.9,0.0,9.3,2.0,4.0,100,TH
681E152,"Orange, Cho-guun variety",Per 100 g,45.0,1.1,0.2,9.0,1.3,1.0,100,TH
682E153,"Orange, Sai-nam-phung variety",Per 100 g,46.0,0.7,0.1,9.0,3.0,3.0,100,TH
683E119,"Pomelo, different varieties",Per 100 g,42.0,0.9,0.1,8.4,1.5,5.0,100,TH
684E44,"Chinese pear (Sa-lee), peeled",Per 100 g,50.0,0.3,0.1,11.0,1.8,2.0,100,TH
685E120,"Pineapple, different varieties",Per 100 g,51.0,0.5,0.0,11.3,1.6,3.0,100,TH
686E154,"Pineapple, Sri-ra-cha variety",Per 100 g,45.0,0.5,0.0,9.6,1.9,2.0,100,TH
687E127,Water chestnut,Per 100 g,91.0,1.2,0.1,21.3,0.0,261.0,100,TH
688E130,"Grapes, green",Per 100 g,59.0,0.5,0.0,13.3,1.2,8.0,100,TH
689E131,"Grapes, red",Per 100 g,51.0,0.4,0.1,10.6,2.7,6.0,100,TH
68A17,Corn flakes,Per 100 g,363.0,6.3,0.2,81.6,4.4,828.0,100,TH
690E156,"Grapes, black, Thai variety",Per 100 g,45.0,0.5,0.1,10.2,0.8,4.0,100,TH
691E157,Apricot,Per 100 g,289.0,2.8,0.0,66.2,6.3,45.0,100,TH
692E200,"Apple, green variety",Per 100 g,48.0,0.2,0.2,9.6,3.2,2.0,100,TH
693E132,"Apple, red variety",Per 100 g,55.0,0.2,0.1,12.0,2.3,58.0,100,TH
694E158,"Santol, paste",Per 100 g,355.0,0.8,0.2,85.7,3.8,289.0,100,TH
695E159,"Banana, paste",Per 100 g,340.0,3.3,0.2,79.2,4.2,225.0,100,TH
696E11,"Jackfruit, canned in syrup",Per 100 g,103.0,0.5,1.0,22.5,0.9,10.0,100,TH
697E165,"Cantaloupe, dehydrated",Per 100 g,325.0,3.8,0.2,72.6,8.7,196.0,100,TH
698E20,"Rambutan, canned in syrup",Per 100 g,101.0,0.3,1.8,20.4,0.6,10.0,100,TH
699E21,"Rambutan and pineapple, canned in syrup",Per 100 g,93.0,0.4,1.1,20.0,0.6,11.0,100,TH
69A18,"Corn flakes, sugar coated",Per 100 g,343.0,4.0,0.1,71.5,19.3,495.0,100,TH
6A2,"Rice, brown. Jao-hawm-nin variety, raw",Per 100 g,367.0,9.3,3.5,72.5,4.2,33.0,100,TH
700E166,"Durian, paste",Per 100 g,320.0,3.7,5.3,61.3,6.0,62.0,100,TH
701E37,"Japanese apricots (Buay), pickled",Per 100 g,43.0,0.8,0.2,9.6,0.0,0.0,100,TH
702E38,"Tropical fruit cocktail, canned in syrup",Per 100 g,62.0,0.5,0.7,12.5,1.5,2.0,100,TH
703E40,"Jujube, pickled",Per 100 g,41.0,0.9,0.1,9.0,0.0,0.0,100,TH
704E169,"Passion fruit, yam",Per 100 g,321.0,0.7,3.2,71.8,0.9,0.0,100,TH
705E46,"Spanish plums, pickled",Per 100 g,38.0,0.3,0.2,8.5,0.0,0.0,100,TH
706E170,"Tamarine, mixed with sugar, without seed",Per 100 g,362.0,2.6,0.0,84.5,6.8,327.0,100,TH
707E48,"Tamarind, half-ripe, pickled",Per 100 g,53.0,0.9,0.1,11.9,0.0,0.0,100,TH
708E51,"Indian gooseberry, pickled",Per 100 g,51.0,0.6,0.0,12.2,0.0,0.0,100,TH
709E54,"Garcinia, pickled",Per 100 g,21.0,0.5,0.2,4.2,0.0,0.0,100,TH
70A40,"Noodles, rice, vermicelli, dried",Per 100 g,375.0,7.0,0.7,84.4,1.3,13.0,100,TH
710E135,"Lime, preserved, pickled",Per 100 g,46.0,0.9,0.1,10.3,0.0,0.0,100,TH
711E58,"Gandaria / Plum mango, candied",Per 100 g,76.0,0.3,0.8,16.7,0.0,0.0,100,TH
712E171,"Mango, paste",Per 100 g,330.0,2.8,0.5,75.0,6.8,264.0,100,TH
713E64,"Mango, unripe, preserved, pickled",Per 100 g,70.0,0.5,0.5,15.7,0.0,0.0,100,TH
714E172,"Mango, unripe, candied",Per 100 g,131.0,0.5,0.1,30.6,2.3,504.0,100,TH
715E173,"Mango, unripe, candied, dried",Per 100 g,333.0,1.0,0.5,79.2,3.8,415.0,100,TH
716E174,"Mango, dried",Per 100 g,314.0,1.2,0.5,71.2,9.8,49.0,100,TH
717E79,"Star gooseberry (Mayom), pickled",Per 100 g,24.0,1.0,0.2,4.5,0.0,0.0,100,TH
718E175,"Mangosteen, paste",Per 100 g,343.0,1.3,0.5,81.3,3.9,154.0,100,TH
719E103,"Litchi, canned in syrup",Per 100 g,97.0,0.4,1.2,20.6,0.3,9.0,100,TH
71A41,"Noodles, rice, vermicelli, instant, with seasoning, different flavoures",Per 100 g,364.0,6.8,4.9,71.9,2.0,2.2,100,TH
720E176,Raisin,Per 100 g,333.0,3.0,0.8,75.9,4.9,46.0,100,TH
721E106,"Nutmeg fruit (Loog-jan), pickled",Per 100 g,85.0,1.8,0.4,18.5,0.0,0.0,100,TH
722E108,"Toddy palm, canned in syrup",Per 100 g,91.0,0.2,0.5,20.6,1.4,10.0,100,TH
723E110,"Candy palm, fruit, canned in syrup",Per 100 g,153.0,0.0,0.0,36.7,2.8,6.0,100,TH
724E112,"Peach, Thai variety (Loog-taw), pickled",Per 100 g,27.0,0.9,0.1,5.5,0.0,0.0,100,TH
725E93,"Longan, canned in syrup",Per 100 g,93.0,0.3,1.1,20.2,0.5,4.0,100,TH
726E99,"Longan, dried",Per 100 g,319.0,4.6,0.4,74.3,0.0,5.0,100,TH
727E177,"Strawberry, frozen",Per 100 g,36.0,0.8,0.2,6.5,2.6,15.0,100,TH
728E178,"Strawberry, dried",Per 100 g,349.0,1.4,0.0,84.8,2.3,86.0,100,TH
729E179,"Salacca, paste",Per 100 g,340.0,1.0,0.0,82.4,3.4,382.0,100,TH
72A87,"Noodles, rice, dried, deep fried",Per 100 g,610.0,4.0,42.8,52.1,0.0,21.0,100,TH
730E180,"Pineapple, paste",Per 100 g,348.0,1.0,0.1,83.6,4.5,282.0,100,TH
731E181,"Pineapple, frozen",Per 100 g,46.0,0.5,0.1,10.2,1.4,13.0,100,TH
732E182,"Pineapple, candied, dried",Per 100 g,338.0,0.4,0.1,82.6,2.6,214.0,100,TH
733E183,"Pineapple, crispy fried",Per 100 g,431.0,3.7,14.0,67.7,9.7,14.0,100,TH
734E185,"Pineapple, canned in natural juice",Per 100 g,49.0,0.4,0.0,11.4,1.0,11.0,100,TH
735E186,"Pineapple, dried",Per 100 g,305.0,0.0,0.0,69.7,12.9,18.0,100,TH
736E188,"Water chestnut, in syrup",Per 100 g,94.0,0.3,0.0,22.9,0.6,19.0,100,TH
737E128,"Water chestnut, canned, drained",Per 100 g,36.0,0.6,0.0,7.1,2.4,8.0,100,TH
738E198,"Ma-Mao, fruit, raw",Per 100 g,73.0,1.6,1.1,6.4,15.6,11.0,100,TH
739E199,"Ma-Kok-Pa, fruit, raw",Per 100 g,53.0,0.4,0.0,9.0,7.5,13.0,100,TH
73A88,"Noodles, brown rice, vermicelli",Per 100 g,369.0,7.9,3.0,75.8,3.7,41.0,100,TH
740E201,"Apple, Gala variety, raw",Per 100 g,55.0,0.2,0.0,12.3,2.2,3.0,100,TH
741E202,"Melon, green flesh, Japanese variety, raw",Per 100 g,33.0,0.7,0.0,6.9,0.7,22.0,100,TH
742E203,"Date, yellow skin, raw",Per 100 g,128.0,1.2,0.0,28.5,4.4,21.0,100,TH
743E204,"Kiwifruit, flesh and seeds, raw",Per 100 g,57.0,0.9,0.4,11.0,2.4,19.0,100,TH
